Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,0.00294,0.0,0.0,0.0,0.0,0.00247,0.0,0.00182
2.6,0.0024,0.0,0.0,0.0,0.0,0.00203,0.0,0.0015
2.7,0.00198,0.0,0.0,0.0,0.0,0.00168,0.0,0.00122
2.8,0.00152,0.0,0.0,0.0,0.0,0.00132,0.0,9.6E-4
2.9,0.00131,0.0,0.0,0.0,0.0,0.00115,0.0,8.5E-4
3.0,0.001,0.0,0.0,0.0,0.0,9.2E-4,0.0,6.7E-4
3.1,8.2E-4,0.0,0.0,0.0,0.0,7.6E-4,0.0,5.6E-4
3.2,7.1E-4,0.0,0.0,0.0,0.0,6.7E-4,0.0,4.9E-4
3.3,5.4E-4,0.0,0.0,0.0,0.0,5.1E-4,0.0,3.7E-4
3.4,4.5E-4,0.0,0.0,0.0,0.0,4.2E-4,0.0,3.0E-4
3.5,4.1E-4,0.0,0.0,0.0,0.0,4.0E-4,0.0,2.9E-4
3.6,3.4E-4,0.0,0.0,0.0,0.0,3.4E-4,0.0,2.4E-4
3.7,2.6E-4,0.0,0.0,0.0,0.0,2.6E-4,0.0,1.6E-4
3.8,2.1E-4,0.0,0.0,0.0,0.0,2.1E-4,0.0,1.4E-4
3.9,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,0.0,1.4E-4
4.0,1.8E-4,0.0,0.0,0.0,0.0,1.8E-4,0.0,1.3E-4
4.1,1.6E-4,0.0,0.0,0.0,0.0,1.6E-4,0.0,1.1E-4
4.2,1.5E-4,0.0,0.0,0.0,0.0,1.5E-4,0.0,1.0E-4
4.3,1.3E-4,0.0,0.0,0.0,0.0,1.3E-4,0.0,9.0E-5
4.4,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,0.0,5.0E-5
4.5,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,0.0,2.0E-5
4.6,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,0.0,2.0E-5
4.7,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,0.0,2.0E-5
4.8,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,0.0,2.0E-5
4.9,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,1.0E-5
5.0,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,1.0E-5
5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
