Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1744649820080,ci40925975,0.74,33.060833,-116.4545,13.19
1744649768300,ci40925967,1.81,33.056667,-116.454,13.29
1744628330420,ci40925687,0.07,33.0385,-116.581665,15.05
1744619110140,ci40925655,1.14,33.035667,-116.59167,14.53
1744600011920,ci40925551,2.03,33.03583,-116.597,13.59
1744589068510,ci40925431,1.01,33.03583,-116.5925,14.59
1744588808410,ci40925415,1.29,33.037666,-116.590836,14.73
1744586745950,ci40925375,0.72,33.033,-116.597,14.3
1744586325920,ci40925367,0.67,33.035168,-116.59317,14.27
1744586013910,ci40925359,0.67,33.036,-116.599335,14.66
1744585957860,ci40925351,0.66,33.036,-116.598,13.59
1744585276150,ci37544533,0.68,33.03583,-116.58933,14.78
1744585244840,ci40925335,1.45,33.03583,-116.5965,14.33
1744585230130,ci37544525,0.62,33.034832,-116.5885,14.71
1744585043280,ci40925327,0.92,33.034668,-116.59883,14.39
1744584997520,ci37543517,0.85,33.039,-116.59433,14.6
1744584991990,ci37543509,0.84,33.037834,-116.59033,14.46
1744584978490,ci40925319,1.23,33.027332,-116.59783,14.16
1744584856570,ci40925311,3.31,33.034668,-116.59583,13.95
1744543751370,ci40924823,0.76,33.0465,-116.41383,7.66
1744535800630,ci40924767,0.47,33.036167,-116.41617,10.14
1744533718940,ci40924735,0.63,33.15167,-116.639,4.92
1744519882230,ci40924623,1.0,33.041832,-116.3925,13.61
1744406479030,ci40923311,0.75,33.154835,-116.64917,5.16
